"AE_NAME","ID","MEDDRA_AE_NAME","MEDDRA_ID"
"Microcytic anaemia","10047513","Microcytic anaemia","10047513"
"Aminoaciduria","10047531","Aminoaciduria","10047531"
"Inappropriate antidiuretic hormone secretion","10047532","Inappropriate antidiuretic hormone secretion","10047532"
"Injection site fibrosis","10047555","Injection site fibrosis","10047555"
"Endocarditis","10047571","Endocarditis","10047571"
"Toxic shock syndrome","10048216","Toxic shock syndrome","10048216"
"Retinitis","10049155","Retinitis","10049155"
"Impaired healing","10051819","Impaired healing","10051819"
"Hepatic fibrosis","10052087","Hepatic fibrosis","10052087"
"Ichthyosis","10052128","Ichthyosis","10052128"
"Epidermal naevus","10053549","Epidermal naevus","10053549"
"Vulvovaginal disorder","10061322","Vulvovaginal disorder","10061322"
"Malignant melanoma","10061323","Malignant melanoma","10061323"
"Hepatic neoplasm malignant","10019697","Hepatic cancer","10073069"
"Gingival hypertrophy","10063341","Gingival hypertrophy","10063341"
"Antepartum haemorrhage","10002667","Haemorrhage in pregnancy","10018981"
"Paraplegia","10067485","Paraplegia","10067485"
"Glycosuria","10070917","Glycosuria","10070917"
"Nocturia","10012713","Nocturia","10012713"
"Keloid scar","10020028","Keloid scar","10020028"
"Cushing's syndrome","10022016","Cushing's syndrome","10022016"
"Hirsutism","10022021","Hirsutism","10022021"
"Sleep apnoea syndrome","10045458","Sleep apnoea syndrome","10045458"
"Bronchial obstruction","10054819","Bronchial obstruction","10054819"
"Skin lesion","10059625","Skin lesion","10059625"
"Varicella post vaccine","10060954","Varicella post vaccine","10060954"
"Tourette's disorder","10066337","Tourette's disorder","10066337"
"Myeloid leukaemia","10067383","Myeloid leukaemia","10067383"
"Hyperreflexia","10002153","Hyperreflexia","10002153"
"Miosis","10002172","Miosis","10002172"
"Exposure to communicable disease","10002173","Exposure to communicable disease","10002173"
"Congenital brain damage","10002644","Congenital brain damage","10002644"
"Drug eruption","10036772","Drug eruption","10036772"
"Corneal reflex decreased","10038077","Corneal reflex decreased","10038077"
"Blood creatinine abnormal","10049101","Blood creatinine abnormal","10049101"
"Balanitis","10004073","Balanoposthitis","10004078"
"Infarction","10050247","Infarction","10050247"
"Pruritus ani","10037089","Anal pruritus","10068172"
"Erythroleukaemia","10055023","Erythroleukaemia","10055023"
"Atrial flutter","10056273","Atrial flutter","10056273"
"Hypotrichosis","10057011","Hypotrichosis","10057011"
"Blood cholesterol decreased","10057071","Blood cholesterol decreased","10057071"
"Mental disorder due to a general medical condition","10064993","Mental disorder due to a general medical condition","10064993"
"Breast infection","10006259","Mastitis","10026883"
"Amino acid level normal","10066894","Amino acid level normal","10066894"
"Feeding disorder","10068172","Feeding disorder","10068172"
"Metabolic function test normal","10068286","Metabolic function test normal","10068286"
"Thyroid function test normal","10013538","Thyroid function test normal","10013538"
"Throat irritation","10013554","Throat irritation","10013554"
"Conjunctival deposit","10013559","Conjunctival deposit","10013559"
"Langerhans' cell granulomatosis","10023688","Langerhans' cell histiocytosis","10069698"
"Faeces hard","10033615","Faeces hard","10033615"
"Adenoma benign","10033616","Adenoma benign","10033616"
"Chest wall pain","10008496","Musculoskeletal chest pain","10050819"
"Hair colour changes","10033645","Hair colour changes","10033645"
"Bone marrow depression","10005986","Bone marrow failure","10065553"
"Multiple myeloma","10028228","Plasma cell myeloma","10035226"
"Appetite disorder","10033650","Appetite disorder","10033650"
"Urticaria vesiculosa","10033654","Urticaria vesiculosa","10033654"
"Localised oedema","10033657","Localised oedema","10033657"
"Local reaction","10049082","Local reaction","10049082"
"Urethritis","10049169","Urethritis","10049169"
"Early morning awakening","10014046","Terminal insomnia","10068932"
"Parkinsonism","10051741","Parkinsonism","10051741"
"Acrodermatitis","10000593","Dermatitis","10012431"
"Intestinal ischaemia","10064858","Intestinal ischaemia","10064858"
"CSF protein increased","10068823","CSF protein increased","10068823"
"Mechanical ventilation","10017817","Mechanical ventilation","10017817"
"Endotracheal intubation","10028020","Endotracheal intubation","10028020"
"Plasmapheresis","10037649","Plasmapheresis","10037649"
"Sensorimotor disorder","10048616","Sensorimotor disorder","10048616"
"Pleural mesothelioma","10048832","Pleural mesothelioma","10048832"
"Cryptococcosis","10051589","Cryptococcosis","10051589"
"Calculus urinary","10051636","Calculus urinary","10051636"
"Blood gonadotrophin increased","10062023","Blood gonadotrophin increased","10062023"
"Hyperphagia","10068322","Hyperphagia","10068322"
"Corneal abrasion","10000451","Corneal abrasion","10000451"
"Haemoglobin abnormal","10002156","Haemoglobin abnormal","10002156"
"Monocyte count increased","10004137","Monocyte count increased","10004137"
"CSF protein","10004542","CSF protein","10004542"
"Culture","10006707","Culture","10006707"
"Neutrophil count decreased","10009995","Neutrophil count decreased","10009995"
"Lumbar puncture","10016952","Lumbar puncture","10016952"
"Computerised tomogram head","10017807","Computerised tomogram head","10017807"
"Lymphocyte count increased","10017944","Lymphocyte count increased","10017944"
"Carbuncle","10018019","Carbuncle","10018019"
"Head banging","10020601","Head banging","10020601"
"Metal poisoning","10022647","Metal poisoning","10022647"
"Skin hypoplasia","10024389","Skin hypoplasia","10024389"
"Injection site pustule","10030164","Injection site pustule","10030164"
"Tongue black hairy","10043941","Trichoglossia","10080276"
"Drug tolerance decreased","10048657","Drug tolerance decreased","10048657"
"Body dysmorphic disorder","10049443","Body dysmorphic disorder","10049443"
"Cow pox","10051425","Cow pox","10051425"
"Anisocytosis","10051563","Anisocytosis","10051563"
"Hyperthermia","10056819","Hyperthermia","10056819"
"Autopsy","10056990","Autopsy","10056990"
"Pruritus genital","10056995","Pruritus genital","10056995"
"Premature menopause","10057030","Premature menopause","10057030"
"Conjunctival ulcer","10057669","Conjunctival ulcer","10057669"
"Lactic acidosis","10058061","Lactic acidosis","10058061"
"Mania","10058808","Mania","10058808"
"Mouth plaque","10028032","Oropharyngeal plaque","10067721"
"Mononeuritis","10059344","Mononeuritis","10059344"
"Photopsia","10060924","Photopsia","10060924"
"Hyperkeratosis","10060960","Hyperkeratosis","10060960"
"Vaccinia","10066048","Vaccinia virus infection","10046865"
"Cholecystitis","10061318","Cholecystitis","10061318"
"Therapeutic response decreased","10064342","Therapeutic response decreased","10064342"
"Collagen disorder","10064389","Collagen disorder","10064389"
"Primary transmission","10065718","Primary transmission","10065718"
"Hepatitis B","10065768","Hepatitis B","10065768"
"Micturition disorder","10066264","Micturition disorder","10066264"
"Alpha 1 foetoprotein increased","10066792","Alpha 1 foetoprotein increased","10066792"
"Injection site ulcer","10067745","Injection site ulcer","10067745"
"Intention tremor","10068575","Intention tremor","10068575"
"Polymerase chain reaction","10071161","Polymerase chain reaction","10071161"
"Vaccinia virus infection","10071275","Vaccinia virus infection","10071275"
"Secondary transmission","10017788","Secondary transmission","10017788"
"Renal hypertension","10017955","Renal hypertension","10017955"
"Neuroblastoma","10018830","Neuroblastoma","10018830"
"Retinopathy","10018836","Retinopathy","10018836"
"Ultrasound biliary tract","10026712","Ultrasound biliary tract","10026712"
"Arteriospasm coronary","10027141","Arteriospasm coronary","10027141"
"Breast discharge","10030172","Breast discharge","10030172"
"Encephalitis toxic","10030210","Encephalitis toxic","10030210"
"Pyoderma","10038063","Pyoderma","10038063"
"Derealisation","10046274","Derealisation","10046274"
"Colonoscopy abnormal","10049555","Colonoscopy abnormal","10049555"
"Arterial thrombosis","10052534","Arterial thrombosis","10052534"
"Pica","10052535","Pica","10052535"
"Perineal pain","10056457","Perineal pain","10056457"
"Blood pressure normal","10059175","Blood pressure normal","10059175"
"Cardiac stress test abnormal","10061249","Cardiac stress test abnormal","10061249"
"Glycosylated haemoglobin","10000099","Glycosylated haemoglobin","10000099"
"Lipids normal","10000285","Lipids normal","10000285"
"Catheterisation cardiac normal","10001980","Catheterisation cardiac normal","10001980"
"Stomatitis necrotising","10001986","Stomatitis necrotising","10001986"
"Embolism","10002140","Embolism","10002140"
"Menstrual disorder","10003011","Menstrual disorder","10003011"
"Sexual inhibition","10004016","Sexual inhibition","10004016"
"Ventricular tachycardia","10005092","Ventricular tachycardia","10005092"
"Genitalia external painful","10018184","Genital pain","10061979"
"Agoraphobia","10009657","Agoraphobia","10009657"
"Excessive eye blinking","10012742","Excessive eye blinking","10012742"
"Evans syndrome","10014878","Evans syndrome","10014878"
"Multiple pregnancy","10014881","Multiple pregnancy","10014881"
"Dissecting coronary artery aneurysm","10014909","Dissecting coronary artery aneurysm","10014909"
"Conjunctival oedema","10017888","Conjunctival oedema","10017888"
"Corneal oedema","10017889","Corneal oedema","10017889"
"Acute leukaemia","10017893","Acute leukaemia","10017893"
"CSF test normal","10017898","CSF test normal","10017898"
"Virus serology test","10061410","Viral test","10062358"
"Lower motor neurone lesion","10017903","Lower motor neurone lesion","10017903"
"Burn oesophageal","10017910","Burn oesophageal","10017910"
"Angiogram pulmonary","10017913","Angiogram pulmonary","10017913"
"Blood immunoglobulin G decreased","10017914","Blood immunoglobulin G decreased","10017914"
"Inflammatory bowel disease","10017916","Inflammatory bowel disease","10017916"
"Colitis collagenous","10048928","Colitis microscopic","10056979"
"Pulmonary vasculitis","10017938","Pulmonary vasculitis","10017938"
"Buccoglossal syndrome","10017964","Buccoglossal syndrome","10017964"
"Echocardiogram","10018262","Echocardiogram","10018262"
"Electrocardiogram ambulatory","10030154","Electrocardiogram ambulatory","10030154"
"Purpura fulminans","10033794","Purpura fulminans","10033794"
"Trisomy 21","10033971","Trisomy 21","10033971"
"Coagulation time shortened","10034674","Coagulation time shortened","10034674"
"Duodenitis","10034681","Duodenitis","10034681"
"Bipolar I disorder","10037128","Bipolar I disorder","10037128"
"Vascular anomaly","10047050","Vascular malformation","10074979"
"Disability","10039603","Disability","10039603"
"Chronic obstructive pulmonary disease","10045275","Chronic obstructive pulmonary disease","10045275"
"Rheumatoid factor positive","10048946","Rheumatoid factor positive","10048946"
"Pyloric stenosis","10048947","Pyloric stenosis","10048947"
"Ephelides","10048983","Ephelides","10048983"
"Cor pulmonale","10049764","Cor pulmonale","10049764"
"Troponin I increased","10051402","Troponin I increased","10051402"
"Cluster headache","10051511","Cluster headache","10051511"
"Coronary artery embolism","10051791","Coronary artery embolism","10051791"
"Altered visual depth perception","10052330","Altered visual depth perception","10052330"
"Stress","10052814","Stress","10052814"
"Antiphospholipid antibodies positive","10053583","Antiphospholipid antibodies positive","10053583"
"Visual impairment","10054272","Visual impairment","10054272"
"Genital discharge","10056519","Genital discharge","10056519"
"Lipodystrophy acquired","10056663","Lipodystrophy acquired","10056663"
"Rash scarlatiniform","10058305","Rash scarlatiniform","10058305"
"Adenocarcinoma","10058838","Adenocarcinoma","10058838"
"Biliary colic","10058839","Biliary colic","10058839"
"Episcleritis","10059313","Episcleritis","10059313"
"Vaginal discharge","10060921","Vaginal discharge","10060921"
"Acute abdomen","10061166","Acute abdomen","10061166"
"Cushingoid","10061628","Cushingoid","10061628"
"Dupuytren's contracture","10061841","Dupuytren's contracture","10061841"
"Malignant hypertension","10062070","Malignant hypertension","10062070"
"Lipoma","10062701","Lipoma","10062701"
"Neonatal disorder","10065206","Neonatal disorder","10065206"
"Cholangitis","10067720","Cholangitis","10067720"
"Coronary artery occlusion","10068189","Coronary artery occlusion","10068189"
"Areflexia","10068306","Areflexia","10068306"
"Nerve conduction studies abnormal","10069049","Nerve conduction studies abnormal","10069049"
"Immunoglobulin therapy","10074242","Immunoglobulin therapy","10074242"
"Intensive care","10008882","Intensive care","10008882"
"Ulcerative keratitis","10009887","Ulcerative keratitis","10009887"
"Pathogen resistance","10009895","Pathogen resistance","10009895"
"Coronary artery atherosclerosis","10011076","Arteriosclerosis coronary artery","10003211"
"Hypoglobulinaemia","10011401","Hypoglobulinaemia","10011401"
"Neuroma","10013864","Neuroma","10013864"
"Breast engorgement","10013865","Breast engorgement","10013865"
"Haemochromatosis","10014866","Haemochromatosis","10014866"
"Heat rash","10019343","Miliaria","10027627"
"Skin candida","10014896","Skin candida","10014896"
"Blood pH decreased","10017853","Blood pH decreased","10017853"
"Breast disorder female","10017866","Breast disorder female","10017866"
"Agranulocytosis","10021972","Agranulocytosis","10021972"
"Uterine disorder","10030216","Uterine disorder","10030216"
"Status asthmaticus","10036463","Status asthmaticus","10036463"
"Blood fibrinogen increased","10036774","Blood fibrinogen increased","10036774"
"Blood iron increased","10036783","Blood iron increased","10036783"
